measure_id,measure_name,location_id,location_name.x,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,note,location_name.y,val_pop,upper_pop,lower_pop,age_standard_pop_proportion,age_standard_pop_ratio
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,337,Encephalitis,1,Number,2021,80473.552711447,99095.5719218312,65094.2308694717,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,337,Encephalitis,1,Number,2021,40183.5052053049,48619.2875835992,31425.1662594033,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,337,Encephalitis,1,Number,2021,14501.2479940835,17565.5268268276,11531.5261436246,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,337,Encephalitis,1,Number,2021,5132.7963238959,6206.01727418239,3769.45553973935,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,342,Varicella and herpes zoster,1,Number,2021,22820.5330286284,31260.5773509321,16808.7638298305,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,342,Varicella and herpes zoster,1,Number,2021,27088.1821251131,36157.9849110573,20885.4623353264,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,342,Varicella and herpes zoster,1,Number,2021,24542.5709957935,33605.0970662585,18109.9475544415,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,342,Varicella and herpes zoster,1,Number,2021,19727.6897938511,29501.7499496404,12981.03976,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,342,Varicella and herpes zoster,1,Number,2021,20985.4360155005,31391.4001251915,13572.7845762065,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,342,Varicella and herpes zoster,1,Number,2021,24471.89217,35216.6588619085,15940.163363701,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,342,Varicella and herpes zoster,1,Number,2021,26482.6879680283,38706.4534983923,16516.5668831109,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,342,Varicella and herpes zoster,1,Number,2021,26080.3369570697,38864.413145132,15574.7737721516,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,342,Varicella and herpes zoster,1,Number,2021,30420.4273507147,42622.8073046207,20619.8078479204,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,342,Varicella and herpes zoster,1,Number,2021,26125.979817376,35763.3358383923,18882.6206978101,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,342,Varicella and herpes zoster,1,Number,2021,24572.1236368636,32600.7391285297,18788.0920843622,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,342,Varicella and herpes zoster,1,Number,2021,24200.0514015846,30960.7306391338,19307.3664575066,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,342,Varicella and herpes zoster,1,Number,2021,20268.8404330207,24493.1087017523,16844.3582256119,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,342,Varicella and herpes zoster,1,Number,2021,11594.4252018879,13707.8076789505,9642.45185724182,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,342,Varicella and herpes zoster,1,Number,2021,6251.39686610509,7391.453339,4784.71058508618,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,435,Uterine cancer,1,Number,2021,17585.1082420245,20981.8967521344,13621.5560177296,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,435,Uterine cancer,1,Number,2021,33559.1054771459,39997.0323314604,26670.7279970958,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,435,Uterine cancer,1,Number,2021,57225.469146663,65818.9753284981,46662.9527032153,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,435,Uterine cancer,1,Number,2021,94692.4699851309,107441.675563144,78822.464735544,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,435,Uterine cancer,1,Number,2021,162000.101896363,181683.779909456,136164.286076824,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,435,Uterine cancer,1,Number,2021,252884.816250134,289245.149686407,213908.51546837,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,435,Uterine cancer,1,Number,2021,340834.267708461,385998.250460313,299405.437459223,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,435,Uterine cancer,1,Number,2021,417150.81653725,462133.473455506,372564.175050299,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,435,Uterine cancer,1,Number,2021,418105.75414605,459979.288363835,374268.222963276,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,435,Uterine cancer,1,Number,2021,327268.333851285,365073.174197229,295668.294009345,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,435,Uterine cancer,1,Number,2021,195220.333642285,218258.641473411,171771.445602245,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,435,Uterine cancer,1,Number,2021,131921.668242872,146701.119427333,111087.143692171,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,435,Uterine cancer,1,Number,2021,64595.1865481035,72369.6637520695,51087.2564028495,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,435,Uterine cancer,1,Number,2021,30948.9601797678,35059.502210247,23210.607681684,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,435,Uterine cancer,1,Number,2021,10331.1612701191,11918.5815731253,7424.89214122753,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,438,Prostate cancer,1,Number,2021,6009.68858685224,7067.00767467972,4356.52011754345,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,438,Prostate cancer,1,Number,2021,8120.00252849623,9633.44164325534,5910.77803039842,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,438,Prostate cancer,1,Number,2021,14689.5739527201,16777.3850905733,11081.3935868732,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,438,Prostate cancer,1,Number,2021,28988.9356049139,32942.9823590492,22015.1642455102,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,438,Prostate cancer,1,Number,2021,83607.7511391916,96248.6957489174,68037.9486535369,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,438,Prostate cancer,1,Number,2021,220636.158015326,249034.182469666,181798.728737334,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,438,Prostate cancer,1,Number,2021,467431.347753369,520242.384843461,385909.379784702,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,438,Prostate cancer,1,Number,2021,922939.758204814,1016114.58037103,788972.583177525,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,438,Prostate cancer,1,Number,2021,1287046.62926123,1416756.19946152,1106981.13379393,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,438,Prostate cancer,1,Number,2021,1489614.11613898,1622297.81058149,1293844.93466915,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,438,Prostate cancer,1,Number,2021,1385933.45147982,1516828.61820766,1202283.78301884,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,438,Prostate cancer,1,Number,2021,1107129.2370106,1209880.31687406,969271.338836751,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,438,Prostate cancer,1,Number,2021,706175.539610564,775259.589088795,604337.733795955,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,438,Prostate cancer,1,Number,2021,322842.236178797,352465.906309694,275998.086865752,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,438,Prostate cancer,1,Number,2021,86048.1349775494,96245.1381723588,66440.6282354421,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,441,Colon and rectum cancer,1,Number,2021,212606.671477791,232315.084051657,192193.530622876,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,441,Colon and rectum cancer,1,Number,2021,461224.477099449,505636.195971859,417838.83832701,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,441,Colon and rectum cancer,1,Number,2021,682397.032463855,741668.253318037,619267.085330518,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,441,Colon and rectum cancer,1,Number,2021,967340.826617518,1050190.47162693,881842.597750286,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,441,Colon and rectum cancer,1,Number,2021,1496577.9384642,1643545.66543356,1365348.54338521,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,441,Colon and rectum cancer,1,Number,2021,2222088.39304282,2438521.96050614,2026465.66863279,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,441,Colon and rectum cancer,1,Number,2021,2828550.78180384,3073164.3258674,2600892.79296429,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,441,Colon and rectum cancer,1,Number,2021,3098442.877,3338371.64481292,2901131.51711627,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,441,Colon and rectum cancer,1,Number,2021,3399400.67566262,3665516.5979049,3157011.31356208,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,441,Colon and rectum cancer,1,Number,2021,3121605.01258827,3358572.47868834,2883553.34443865,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,441,Colon and rectum cancer,1,Number,2021,2279161.86476596,2450801.72789355,2074015.77170502,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
